Setup title,"I/V Sweep"
Classic test name,"I/V Sweep"
Test date,11/20/2014
Test time,16:12:30
Device ID,
Count,11
Flags,
Remarks,
Context.MainFrame,4155B
Channel.UnitType,SMU,SMU,SMU,SMU
Channel.Unit,SMU1:MP,SMU2:MP,SMU3:MP,SMU4:MP
Channel.IName,I1,I2,I3,I4
Channel.VName,V1,V2,V3,V4
Channel.Mode,V,COMMON,V,COMMON
Channel.Func,VAR1,CONST,CONST,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU1:MP,SMU2:MP,SMU3:MP,SMU4:MP
Measurement.Port.SeriesResistor,NONE,NONE,NONE,NONE
Measurement.Port.Filter,ON,ON,ON,ON
Measurement.Primary.Locus,Single
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,-5
Measurement.Primary.Stop,5
Measurement.Primary.Step,0.1
Measurement.Primary.Compliance,0.1
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,-5,0,0,0
Measurement.Bias.Compliance,0.1,0.1,0.0001,0.1
Measurement.Monitor.Unit,SMU1:MP,SMU2:MP,SMU3:MP,SMU4:MP
Measurement.Monitor.Adc,"HR ADC","HR ADC","HR ADC","HR ADC"
Measurement.Monitor.RangingMode,LIMITED,LIMITED,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE","BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,AUTO
Measurement.Adc.HighResolution.Coeff,1
Measurement.Ag16440ASelector.SemiconductorRelay.Channel1,DEFAULT
Measurement.Ag16440ASelector.SemiconductorRelay.Channel3,DEFAULT
Function.User.Name,VA,IS1
Function.User.Unit,V,A
Function.User.Definition,V1-V2,I1-I2
Output.Graph.Enabled,true
Output.Graph.XAxis.Data,VA
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-2
Output.Graph.XAxis.Right,2
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.05
Output.Graph.YAxis.Top,0.05
Output.Graph.YAxis.Group,
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
VA,I1
-5,-0.0541609
-4.9,-0.0530821
-4.8,-0.0520087
-4.7,-0.0509372
-4.6,-0.049864
-4.5,-0.0487919
-4.4,-0.047727
-4.3,-0.046655
-4.2,-0.0455807
-4.1,-0.0445072
-4,-0.0434321
-3.9,-0.0423562
-3.8,-0.0412875
-3.7,-0.0402111
-3.6,-0.0391327
-3.5,-0.0380549
-3.4,-0.0369755
-3.3,-0.0358957
-3.2,-0.0348222
-3.1,-0.0337408
-3,-0.0326591
-2.9,-0.0315763
-2.8,-0.0304931
-2.7,-0.0294086
-2.6,-0.0283323
-2.5,-0.0272467
-2.4,-0.026161
-2.3,-0.0250741
-2.2,-0.0239873
-2.1,-0.0228991
-2,-0.0218192
-1.9,-0.0207297
-1.8,-0.019641
-1.7,-0.0185508
-1.6,-0.0174608
-1.5,-0.0163709
-1.4,-0.015289
-1.3,-0.0141973
-1.2,-0.0131059
-1.1,-0.0120137
-1,-0.0109218
-0.9,-0.00983018
-0.8,-0.00874548
-0.7,-0.00765206
-0.6,-0.00655916
-0.5,-0.00546499
-0.4,-0.00437128
-0.3,-0.0032767
-0.2,-0.00219036
-0.1,-0.00109406
0,3.8262E-06
0.1,0.00109397
0.2,0.00219045
0.3,0.00328647
0.4,0.00438139
0.5,0.00546673
0.6,0.0065608
0.7,0.00765361
0.8,0.00874709
0.9,0.00983894
1,0.0109315
1.1,0.0120147
1.2,0.0131072
1.3,0.014198
1.4,0.0152895
1.5,0.0163798
1.6,0.0174694
1.7,0.0185502
1.8,0.0196398
1.9,0.0207286
2,0.0218172
2.1,0.0229051
2.2,0.0239927
2.3,0.0250714
2.4,0.0261579
2.5,0.0272427
2.6,0.0283282
2.7,0.0294121
2.8,0.0304958
2.9,0.0315689
3,0.0326517
3.1,0.033732
3.2,0.0348118
3.3,0.0358914
3.4,0.0369707
3.5,0.0380501
3.6,0.0391203
3.7,0.0401967
3.8,0.0412714
3.9,0.0423467
4,0.0434194
4.1,0.0444929
4.2,0.045555
4.3,0.046626
4.4,0.0476949
4.5,0.0487645
4.6,0.0498323
4.7,0.0508972
4.8,0.0519525
4.9,0.0530186
5,0.0540789
